Run,Altitude,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,env_biome,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolate,Isolation_source,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sex,SRA Study,Tissue
SRR7222471,665 m,OTHER,85,143717405,PRJNA473221,SAMN09268016,Invertebrate,53046894,UNIVERSITY OF ALABAMA,2016-05-18,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4129283,USA,North America,USA:Washington,Illumina HiSeq 4000,JDL2809,Twisp River Road and Forest Service Rd 4415,48.37972 N 120.28589 W,JDL2809,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL2809-WA02-2016--Bb,female,SRP149031,Thorax muscle
SRR7222472,665 m,OTHER,85,150764415,PRJNA473221,SAMN09268017,Invertebrate,57234615,UNIVERSITY OF ALABAMA,2016-05-18,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4129282,USA,North America,USA:Washington,Illumina HiSeq 4000,JDL2811,Twisp River Road and Forest Service Rd 4415,48.37972 N 120.28589 W,JDL2811,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL2811-WA02-2016--Bb,female,SRP149031,Thorax muscle
SRR7222473,665 m,OTHER,85,138844100,PRJNA473221,SAMN09268014,Invertebrate,53883143,UNIVERSITY OF ALABAMA,2016-05-18,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4129281,USA,North America,USA:Washington,Illumina HiSeq 4000,JDL2807,Twisp River Road and Forest Service Rd 4415,48.37972 N 120.28589 W,JDL2807,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL2807-WA02-2016--Bb,female,SRP149031,Thorax muscle
SRR7222474,665 m,OTHER,85,155674185,PRJNA473221,SAMN09268015,Invertebrate,59498660,UNIVERSITY OF ALABAMA,2016-05-18,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4129280,USA,North America,USA:Washington,Illumina HiSeq 4000,JDL2808,Twisp River Road and Forest Service Rd 4415,48.37972 N 120.28589 W,JDL2808,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL2808-WA02-2016--Bb,female,SRP149031,Thorax muscle
SRR7222475,665 m,OTHER,85,167413110,PRJNA473221,SAMN09268012,Invertebrate,61874294,UNIVERSITY OF ALABAMA,2016-05-18,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4129279,USA,North America,USA:Washington,Illumina HiSeq 4000,JDL2804,Twisp River Road and Forest Service Rd 4415,48.37972 N 120.28589 W,JDL2804,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL2804-WA02-2016--Bb,female,SRP149031,Thorax muscle
SRR7222476,665 m,OTHER,85,130688095,PRJNA473221,SAMN09268013,Invertebrate,51812851,UNIVERSITY OF ALABAMA,2016-05-18,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4129278,USA,North America,USA:Washington,Illumina HiSeq 4000,JDL2805,Twisp River Road and Forest Service Rd 4415,48.37972 N 120.28589 W,JDL2805,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL2805-WA02-2016--Bb,female,SRP149031,Thorax muscle
SRR7222477,1574 m,OTHER,85,147897110,PRJNA473221,SAMN09268341,Invertebrate,72243679,UNIVERSITY OF ALABAMA,2013-07-01,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4129277,USA,North America,USA:California,Illumina HiSeq 2000,JDL552,"Stanislau NF\, Hwy 108",38.11819 N 120.11736 W,JDL552,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL552-CA06-2013--Bv,female,SRP149031,Thorax muscle
SRR7222478,665 m,OTHER,85,149058465,PRJNA473221,SAMN09268020,Invertebrate,55001989,UNIVERSITY OF ALABAMA,2016-05-18,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4129276,USA,North America,USA:Washington,Illumina HiSeq 4000,JDL2815,Twisp River Road and Forest Service Rd 4415,48.37972 N 120.28589 W,JDL2815,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL2815-WA02-2016--Bb,female,SRP149031,Thorax muscle
SRR7222479,665 m,OTHER,85,109376555,PRJNA473221,SAMN09268021,Invertebrate,42830887,UNIVERSITY OF ALABAMA,2016-05-18,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4129275,USA,North America,USA:Washington,Illumina HiSeq 4000,JDL2816,Twisp River Road and Forest Service Rd 4415,48.37972 N 120.28589 W,JDL2816,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL2816-WA02-2016--Bb,female,SRP149031,Thorax muscle
SRR7222480,2685 m,OTHER,85,117825300,PRJNA473221,SAMN09268322,Invertebrate,58137890,UNIVERSITY OF ALABAMA,2013-06-30,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4129274,USA,North America,USA:California,Illumina HiSeq 2000,JDL465,Mammoth Lake Mountain,37.65305 N 119.02817 W,JDL465,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL465-CA02-2013--Bv,female,SRP149031,Thorax muscle
SRR7222481,2685 m,OTHER,85,99564665,PRJNA473221,SAMN09268323,Invertebrate,48277736,UNIVERSITY OF ALABAMA,2013-06-30,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4129273,USA,North America,USA:California,Illumina HiSeq 2000,JDL468,Mammoth Lake Mountain,37.65305 N 119.02817 W,JDL468,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL468-CA02-2013--Bv,female,SRP149031,Thorax muscle
SRR7222482,1579 m,OTHER,85,116533640,PRJNA473221,SAMN09268211,Invertebrate,79311424,UNIVERSITY OF ALABAMA,2012-07-26,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4129272,USA,North America,USA:California,Illumina HiSeq 2000,JDL314,"Mt. Shasta\, Elliot Memorial Hwy",41.33377 N 122.26765 W,JDL314,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL314-CA03-2012--Bv,female,SRP149031,Thorax muscle
SRR7222483,1579 m,OTHER,85,142173380,PRJNA473221,SAMN09268210,Invertebrate,94141442,UNIVERSITY OF ALABAMA,2012-07-26,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4129271,USA,North America,USA:California,Illumina HiSeq 2000,JDL313,"Mt. Shasta\, Elliot Memorial Hwy",41.33377 N 122.26765 W,JDL313,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL313-CA03-2012--Bv,female,SRP149031,Thorax muscle
SRR7222484,2685 m,OTHER,85,111111065,PRJNA473221,SAMN09268326,Invertebrate,55484662,UNIVERSITY OF ALABAMA,2013-06-30,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4129270,USA,North America,USA:California,Illumina HiSeq 2000,JDL471,Mammoth Lake Mountain,37.65305 N 119.02817 W,JDL471,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL471-CA02-2013--Bv,female,SRP149031,Thorax muscle
SRR7222485,2685 m,OTHER,85,140856135,PRJNA473221,SAMN09268327,Invertebrate,70077756,UNIVERSITY OF ALABAMA,2013-06-30,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4129269,USA,North America,USA:California,Illumina HiSeq 2000,JDL475,Mammoth Lake Mountain,37.65305 N 119.02817 W,JDL475,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL475-CA02-2013--Bv,female,SRP149031,Thorax muscle
SRR7222486,2685 m,OTHER,85,300988315,PRJNA473221,SAMN09268328,Invertebrate,148748916,UNIVERSITY OF ALABAMA,2013-06-30,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4129268,USA,North America,USA:California,Illumina HiSeq 2000,JDL477,Mammoth Lake Mountain,37.65305 N 119.02817 W,JDL477,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL477-CA02-2013--Bv,female,SRP149031,Thorax muscle
SRR7222487,2685 m,OTHER,85,321383300,PRJNA473221,SAMN09268329,Invertebrate,158166354,UNIVERSITY OF ALABAMA,2013-06-30,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4129267,USA,North America,USA:California,Illumina HiSeq 2000,JDL478,Mammoth Lake Mountain,37.65305 N 119.02817 W,JDL478,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL478-CA02-2013--Bv,female,SRP149031,Thorax muscle
SRR7222488,1579 m,OTHER,85,127342580,PRJNA473221,SAMN09268205,Invertebrate,86390953,UNIVERSITY OF ALABAMA,2012-07-26,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4129266,USA,North America,USA:California,Illumina HiSeq 2000,JDL308,"Mt. Shasta\, Elliot Memorial Hwy",41.33377 N 122.26765 W,JDL308,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL308-CA03-2012--Bv,female,SRP149031,Thorax muscle
SRR7222489,1579 m,OTHER,85,184360750,PRJNA473221,SAMN09268204,Invertebrate,120319426,UNIVERSITY OF ALABAMA,2012-07-26,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4129265,USA,North America,USA:California,Illumina HiSeq 2000,JDL307,"Mt. Shasta\, Elliot Memorial Hwy",41.33377 N 122.26765 W,JDL307,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL307-CA03-2012--Bv,female,SRP149031,Thorax muscle
SRR7222490,1579 m,OTHER,85,191755155,PRJNA473221,SAMN09268203,Invertebrate,122951514,UNIVERSITY OF ALABAMA,2012-07-26,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4129264,USA,North America,USA:California,Illumina HiSeq 2000,JDL306,"Mt. Shasta\, Elliot Memorial Hwy",41.33377 N 122.26765 W,JDL306,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL306-CA03-2012--Bv,female,SRP149031,Thorax muscle
SRR7222491,1579 m,OTHER,85,181249070,PRJNA473221,SAMN09268202,Invertebrate,125732525,UNIVERSITY OF ALABAMA,2012-07-26,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4129263,USA,North America,USA:California,Illumina HiSeq 2000,JDL305,"Mt. Shasta\, Elliot Memorial Hwy",41.33377 N 122.26765 W,JDL305,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL305-CA03-2012--Bv,female,SRP149031,Thorax muscle
SRR7222492,1579 m,OTHER,85,109921490,PRJNA473221,SAMN09268209,Invertebrate,73206551,UNIVERSITY OF ALABAMA,2012-07-26,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4129262,USA,North America,USA:California,Illumina HiSeq 2000,JDL312,"Mt. Shasta\, Elliot Memorial Hwy",41.33377 N 122.26765 W,JDL312,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL312-CA03-2012--Bv,female,SRP149031,Thorax muscle
SRR7222493,1579 m,OTHER,85,231218530,PRJNA473221,SAMN09268208,Invertebrate,151568415,UNIVERSITY OF ALABAMA,2012-07-26,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4129261,USA,North America,USA:California,Illumina HiSeq 2000,JDL311,"Mt. Shasta\, Elliot Memorial Hwy",41.33377 N 122.26765 W,JDL311,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL311-CA03-2012--Bv,female,SRP149031,Thorax muscle
SRR7222494,1579 m,OTHER,85,101935570,PRJNA473221,SAMN09268207,Invertebrate,69011491,UNIVERSITY OF ALABAMA,2012-07-26,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4129260,USA,North America,USA:California,Illumina HiSeq 2000,JDL310,"Mt. Shasta\, Elliot Memorial Hwy",41.33377 N 122.26765 W,JDL310,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL310-CA03-2012--Bv,female,SRP149031,Thorax muscle
SRR7222495,1579 m,OTHER,85,137364590,PRJNA473221,SAMN09268206,Invertebrate,92462630,UNIVERSITY OF ALABAMA,2012-07-26,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4129259,USA,North America,USA:California,Illumina HiSeq 2000,JDL309,"Mt. Shasta\, Elliot Memorial Hwy",41.33377 N 122.26765 W,JDL309,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL309-CA03-2012--Bv,female,SRP149031,Thorax muscle
SRR7222496,1574 m,OTHER,85,160782855,PRJNA473221,SAMN09268340,Invertebrate,79658062,UNIVERSITY OF ALABAMA,2013-07-01,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4129258,USA,North America,USA:California,Illumina HiSeq 2000,JDL551,"Stanislau NF\, Hwy 108",38.11819 N 120.11736 W,JDL551,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL551-CA06-2013--Bv,female,SRP149031,Thorax muscle
SRR7222497,66 m,OTHER,85,104666960,PRJNA473221,SAMN09268721,Invertebrate,37718391,UNIVERSITY OF ALABAMA,2014-07-16,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4129257,USA,North America,USA:Washington,Illumina HiSeq 4000,JDL802,Shelton WA. Weedy roadside,47.2 N 123.091 W,JDL802,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL802-WA04-2014-D-Bv,female,SRP149031,Thorax muscle
SRR7222498,52 m,OTHER,85,109264270,PRJNA473221,SAMN09268706,Invertebrate,43039577,UNIVERSITY OF ALABAMA,2016-05-23,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4129256,USA,North America,USA:Washington,Illumina HiSeq 4000,JDL2889,Tumwater WA field of purple vetch and blackberry,46.9929 N 122.9199 W,JDL2889,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL2889-WA07-2016--Bv,female,SRP149031,Thorax muscle
SRR7222499,681 m,OTHER,85,100452150,PRJNA473221,SAMN09268468,Invertebrate,66779918,UNIVERSITY OF ALABAMA,2013-07-04,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4129255,USA,North America,USA:California,Illumina HiSeq 2000,JDL648,Hwy 174,39.13821 N 120.9657 W,JDL648,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL648-CA12-2013--Bv,female,SRP149031,Thorax muscle
SRR7222500,2261 m,OTHER,85,194707120,PRJNA473221,SAMN09268429,Invertebrate,130122798,UNIVERSITY OF ALABAMA,2012-07-26,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4129254,USA,North America,USA:California,Illumina HiSeq 2000,JDL331,"Mt. Shasta\, downhill from Panther Meadows",41.35558 N 122.20754 W,JDL331,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL331-CA04-2012--Bv,female,SRP149031,Thorax muscle
SRR7222501,2261 m,OTHER,85,114489900,PRJNA473221,SAMN09268428,Invertebrate,76010529,UNIVERSITY OF ALABAMA,2012-07-26,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4129253,USA,North America,USA:California,Illumina HiSeq 2000,JDL330,"Mt. Shasta\, downhill from Panther Meadows",41.35558 N 122.20754 W,JDL330,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL330-CA04-2012--Bv,female,SRP149031,Thorax muscle
SRR7222502,2261 m,OTHER,85,162263640,PRJNA473221,SAMN09268427,Invertebrate,106385658,UNIVERSITY OF ALABAMA,2012-07-26,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4129252,USA,North America,USA:California,Illumina HiSeq 2000,JDL329,"Mt. Shasta\, downhill from Panther Meadows",41.35558 N 122.20754 W,JDL329,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL329-CA04-2012--Bv,female,SRP149031,Thorax muscle
SRR7222503,1579 m,OTHER,85,81023615,PRJNA473221,SAMN09268426,Invertebrate,53947991,UNIVERSITY OF ALABAMA,2012-07-26,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4129251,USA,North America,USA:California,Illumina HiSeq 2000,JDL319,"Mt. Shasta\, Elliot Memorial Hwy",41.33377 N 122.26765 W,JDL319,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL319-CA03-2012--Bv,female,SRP149031,Thorax muscle
SRR7222504,1094 m,OTHER,85,140907050,PRJNA473221,SAMN09268425,Invertebrate,93035008,UNIVERSITY OF ALABAMA,2012-07-26,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4129250,USA,North America,USA:California,Illumina HiSeq 2000,JDL304,Town of Mt. Shasta (Ranger Station),41.31499 N 122.31568 W,JDL304,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL304-CA02-2012--Bv,female,SRP149031,Thorax muscle
SRR7222505,1094 m,OTHER,85,110435825,PRJNA473221,SAMN09268424,Invertebrate,74657107,UNIVERSITY OF ALABAMA,2012-07-26,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4129249,USA,North America,USA:California,Illumina HiSeq 2000,JDL297,Town of Mt. Shasta (Ranger Station),41.31499 N 122.31568 W,JDL297,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL297-CA02-2012--Bv,female,SRP149031,Thorax muscle
SRR7222506,2361 m,OTHER,85,161281635,PRJNA473221,SAMN09267910,Invertebrate,61103744,UNIVERSITY OF ALABAMA,2015-07-23,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4129248,USA,North America,USA:California,Illumina HiSeq 4000,JDL1406,Tahoe NF_Forest Rd 73 _0.78mi S Mt Pluto,39.23011 N 120.14201 W,JDL1406,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL1406-CA25-2015--Bb,female,SRP149031,Thorax muscle
SRR7222507,2361 m,OTHER,85,156506420,PRJNA473221,SAMN09267911,Invertebrate,60149696,UNIVERSITY OF ALABAMA,2015-07-23,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4129247,USA,North America,USA:California,Illumina HiSeq 4000,JDL1409,Tahoe NF_Forest Rd 73 _0.78mi S Mt Pluto,39.23011 N 120.14201 W,JDL1409,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL1409-CA25-2015--Bb,female,SRP149031,Thorax muscle
SRR7222508,2902 m,OTHER,85,150555315,PRJNA473221,SAMN09267908,Invertebrate,58570536,UNIVERSITY OF ALABAMA,2015-07-22,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4129246,USA,North America,USA:California,Illumina HiSeq 4000,JDL1398,Stanislau NF_Hwy 108 nr Sonora Pass,38.33246 N 119.64334 W,JDL1398,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL1398-CA24-2015--Bb,female,SRP149031,Thorax muscle
SRR7222509,2902 m,OTHER,85,101247240,PRJNA473221,SAMN09267909,Invertebrate,39471838,UNIVERSITY OF ALABAMA,2015-07-22,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4129245,USA,North America,USA:California,Illumina HiSeq 4000,JDL1400,Stanislau NF_Hwy 108 nr Sonora Pass,38.33246 N 119.64334 W,JDL1400,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL1400-CA24-2015--Bb,female,SRP149031,Thorax muscle
SRR7222510,2902 m,OTHER,85,105428645,PRJNA473221,SAMN09267906,Invertebrate,41603770,UNIVERSITY OF ALABAMA,2015-07-22,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4129244,USA,North America,USA:California,Illumina HiSeq 4000,JDL1396,Stanislau NF_Hwy 108 nr Sonora Pass,38.33246 N 119.64334 W,JDL1396,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL1396-CA24-2015--Bb,female,SRP149031,Thorax muscle
SRR7222511,2902 m,OTHER,85,140891325,PRJNA473221,SAMN09267907,Invertebrate,53568394,UNIVERSITY OF ALABAMA,2015-07-22,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4129243,USA,North America,USA:California,Illumina HiSeq 4000,JDL1397,Stanislau NF_Hwy 108 nr Sonora Pass,38.33246 N 119.64334 W,JDL1397,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL1397-CA24-2015--Bb,female,SRP149031,Thorax muscle
SRR7222512,2902 m,OTHER,85,146428565,PRJNA473221,SAMN09267904,Invertebrate,57117850,UNIVERSITY OF ALABAMA,2015-07-22,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4129242,USA,North America,USA:California,Illumina HiSeq 4000,JDL1392,Stanislau NF_Hwy 108 nr Sonora Pass,38.33246 N 119.64334 W,JDL1392,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL1392-CA24-2015--Bb,female,SRP149031,Thorax muscle
SRR7222513,2902 m,OTHER,85,142078860,PRJNA473221,SAMN09267905,Invertebrate,54542104,UNIVERSITY OF ALABAMA,2015-07-22,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4129241,USA,North America,USA:California,Illumina HiSeq 4000,JDL1393,Stanislau NF_Hwy 108 nr Sonora Pass,38.33246 N 119.64334 W,JDL1393,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL1393-CA24-2015--Bb,female,SRP149031,Thorax muscle
SRR7222514,2902 m,OTHER,85,120763920,PRJNA473221,SAMN09267902,Invertebrate,47809275,UNIVERSITY OF ALABAMA,2015-07-22,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4129240,USA,North America,USA:California,Illumina HiSeq 4000,JDL1388,Stanislau NF_Hwy 108 nr Sonora Pass,38.33246 N 119.64334 W,JDL1388,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL1388-CA24-2015--Bb,female,SRP149031,Thorax muscle
SRR7222515,2902 m,OTHER,85,160085345,PRJNA473221,SAMN09267903,Invertebrate,62065580,UNIVERSITY OF ALABAMA,2015-07-22,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4129239,USA,North America,USA:California,Illumina HiSeq 4000,JDL1389,Stanislau NF_Hwy 108 nr Sonora Pass,38.33246 N 119.64334 W,JDL1389,SINGLE,Reduced Representation,GENOMIC,Bombus bifarius,ILLUMINA,2019-01-01T00:00:00Z,JDL1389-CA24-2015--Bb,female,SRP149031,Thorax muscle
SRR7222516,2539 m,OTHER,85,149193870,PRJNA473221,SAMN09268461,Invertebrate,98544243,UNIVERSITY OF ALABAMA,2013-07-02,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4129238,USA,North America,USA:California,Illumina HiSeq 2000,JDL579,"Yosemite NP\, Cathedral Peak",37.84579 N 119.44615 W,JDL579,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL579-CA08-2013--Bv,female,SRP149031,Thorax muscle
SRR7222517,644 m,OTHER,85,103160080,PRJNA473221,SAMN09268310,Invertebrate,65104511,UNIVERSITY OF ALABAMA,2013-07-05,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4129237,USA,North America,USA:California,Illumina HiSeq 2000,JDL659,"Castella\, Frontage Road",41.1625 N 122.2964 W,JDL659,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL659-CA13-2013--Bv,female,SRP149031,Thorax muscle
SRR7222518,1699 m,OTHER,85,113731190,PRJNA473221,SAMN09268681,Invertebrate,44853011,UNIVERSITY OF ALABAMA,2016-08-03,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4129236,USA,North America,USA:Oregon,Illumina HiSeq 4000,JDL3153,Mt Hood Meadows Ski Area,45.33274 N 121.67026 W,JDL3153,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL3153-OR05-2016--Bv,female,SRP149031,Thorax muscle
SRR7222519,1699 m,OTHER,85,166688570,PRJNA473221,SAMN09268680,Invertebrate,61087968,UNIVERSITY OF ALABAMA,2016-08-03,public,"sra,fastq",s3,s3.us-east-1,Worker,montane,SRX4129235,USA,North America,USA:Oregon,Illumina HiSeq 4000,JDL3152,Mt Hood Meadows Ski Area,45.33274 N 121.67026 W,JDL3152,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL3152-OR05-2016--Bv,female,SRP149031,Thorax muscle
SRR7222520,53 m,OTHER,85,114002340,PRJNA473221,SAMN09268540,Invertebrate,74466182,UNIVERSITY OF ALABAMA,2015-05-21,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4129234,USA,North America,USA:Oregon,Illumina HiSeq 2000,JDL1189,"HWY T9 and HWY 8 intersection\, 28.28 mi SW Portland OR",45.23844 N 123.06281 W,JDL1189,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL1189-OR02-2015--Bv,female,SRP149031,Thorax muscle
SRR7222521,1143 m,OTHER,85,149069260,PRJNA473221,SAMN09268673,Invertebrate,55222622,UNIVERSITY OF ALABAMA,2016-07-31,public,"fastq,sra",s3,s3.us-east-1,Worker,montane,SRX4129233,USA,North America,USA:Washington,Illumina HiSeq 4000,JDL3104,Wenatachee N.F. NF Rd 7400 7.5 mi N of Cashmere,47.62704 N 120.46713 W,JDL3104,SINGLE,Reduced Representation,GENOMIC,Bombus vosnesenskii,ILLUMINA,2019-01-01T00:00:00Z,JDL3104-WA18-2016--Bv,female,SRP149031,Thorax muscle
